titulo;cuerpo;fecha
Sujetos roban camión en Renca y retienen y hieren a bala al conductor: Víctima se encuentra fuera de riesgo vital;"La PDI se encuentra realizando las diligencias a fin de esclarecer el hecho. Imagen referencial.Aton Durante la jornada del viernes al menos cuatro sujetos participaron en un ilícito en la comuna de Renca, región Metropolitana, que terminó con la sustracción de un camión cargado con ropa deportiva, zapatillas y relojes, y la afectación del conductor, quien fue retenido y herido a bala.De acuerdo con el comisario Mauricio Camousseight de la Policía de Investigaciones (PDI), ""personal de la Brigada de Robo Metropolitana Centro Norte se encuentra adoptando un procedimiento por el delito de robo con violencia, el cual afectó a un conductor que presta servicios para una empresa de transportes privada"".RelacionadasDetalle('1124962','1124762');""El día de ayer siendo las 15:00 horas, mientras circulaba en la comuna de Renca en una camioneta de dicha empresa, fue interceptado por otro vehículo de color gris de donde descendieron cuatro sujetos, todos portando armas de fuego, los que a través de la intimidación sustraen el móvil y la carga correspondiente a ropa deportiva, zapatillas y relojes. Asimismo, el conductor fue obligado bajo amenazas a subir a un segundo vehículo"", dijo.Agregó que ""a los minutos de ocurrido el hecho, la camioneta fue abandonada en la vía pública en la comuna de Renca sin ocupantes ni la carga, como asimismo, el conductor quien mantenía un impacto balístico en su pie izquierdo, lo que actualmente lo mantiene con una herida de carácter grave, fuera de riesgo vital"".Tras lo anterior, la brigada especializada de la policía ""se encuentra realizando todas las diligencias atingentes al esclarecimiento de este delito, como la toma de declaración de víctimas, empadronamiento de testigos y análisis de cámaras de registro de seguridad, como asimismo, el Laboratorio de Criminalística Central está realizando todas las pericias de rigor, tanto en el interior como el exterior del vehículo sustraído"".De acuerdo con la institución, el avalúo de lo sustraído alcanza los 85 millones de pesos aproximadamente.";2024-03-16
Conflictos jurídicos con dueños de salares: Los temores de las empresas tras apertura a privados;La apertura de 26 salares para que empresas privadas puedan invertir e ingresar al negocio del litio en Chile, fue parte del anuncio de los ministros del Comité de Litio y Salares, después de un año en que desde la esfera pública y privada se preguntaban qué avances hay en materia de la Estrategia Nacional del Litio. La noticia ya despertó el interés de las empresas privadas, como es el caso de Soria Mineral que a través de una declaración pública, alertaron por la posible generación de acciones judiciales por parte de los dueños de las pertenencias mineras en aquellos depósitos que sean incorporados al proceso de licitación a privados. ¿Por qué ocurriría esto? Porque de acuerdo a lo que la propia ministra de Minería, Aurora Williams, “el diseño del proceso licitatorio no contempla la necesidad de los privados de contar con pertenencias en los salares donde expresen interés”. Gobierno entrega nuevas definiciones respecto a la Estrategia Nacional del Litio Será a partir de abril de este año y durante los siguientes 60 días, que el Ministerio de Minería hará un llamado a inversionistas nacionales y extranjeros para presentar su interés en la explotación del litio en Chile. Sin embargo, los resultados se conocerán recién en julio. El ex ministro de Minería del primer Gobierno de Sebastián Piñera, Laurence Golborne, sostuvo que Chile “ya va tarde” en la carrera por el Litio y que la propuesta del Ejecutivo sólo retrasa más. https://media.biobiochile.cl/wp-content/uploads/2024/03/cuna-litio-golborne.mp3 Lee también... Litio: dos salares tendrán control estatal y otros 26 estarán abiertos para inversión privada Martes 26 Marzo, 2024 | 23:52 Una vez que se conozcan los resultados de las licitaciones, se ejecutarán los contratos especiales para operaciones de litio y se definirán los yacimientos prioritarios para ello. Quedarán excluidos de esta convocatoria los salares que han sido definidos por este comité como estratégicos: El Salar de Atacama, Salar de Maricunga y el Salar de Pedernales, encomendado a Codelco para que lidere el desarrollo de proyectos implementando alianzas público-privadas y la Red de Salares Protegidos equivalentes al 30% del total que hay en Chile. Rol de Codelco y la Enami Respecto del rol de las empresas estatales en el juego (Codelco y Enami), que tienen proyectos en plena tramitación, ya sea consulta indígena o búsqueda de socios, el senador de Renovación Nacional y miembro de la Comisión de Minería en la Cámara Alta, Rafael Prohens, valoró “que por fin se despejaran las dudas respecto de cuáles salares podrás ser explotados”. Sin embargo mostró preocupación de que sea difícil generar inversión considerando la situación crítica que viven ambas empresas del Estado. https://media.biobiochile.cl/wp-content/uploads/2024/03/cuna-litio-prohens.mp3 Lee también... SQM y Tianqi: Las discrepancias y acusaciones que surgen mientras avanza el acuerdo con Codelco Lunes 25 Marzo, 2024 | 14:15 El presidente de la Cámara Chilena del Litio, Luis Gallardo, manifestó que los anuncios “siguen en pañales” y que como gremios esperan tener la ratificación del presidente Gabriel Boric. Esto a propósito de las “múltiples condiciones” que plantea la estrategia nacional del litio para la explotación podría a llevar a que ciertos grupos concentren todos los salares. https://media.biobiochile.cl/wp-content/uploads/2024/03/cuna-litio-camara.mp3 Otro de los anuncios de la ministra Williams, tiene que ver con el compromiso de que sea una industria sostenible, respetando las a las comunidades y haciéndolas partícipes. Justamente hoy, fuentes de La Radio revelaron que la comunidad de pueblos atacameños debería emitir un comunicado.;2024-03-27
Caso Tomás Bravo: Reabren investigación para que Fiscalía entregue informes sobre errores en la investigación;"Este martes, se llevó a cabo una audiencia donde se solicitó la reapertura de la investigación de la muerte de Tomás Bravo, petición realizada por la defensa de Jorge Escobar, tío abuelo del menor y único imputado en el caso. En la instancia, el Tribunal de Garantía de Arauco determinó acoger la solicitud, ordenando a la Fiscalía entregar dos informes de los errores metodológicos registrados en la indagación. Right Se definió un plazo de siete días para que el Ministerio Público entregue los documentos, siendo la única diligencia que se podrá realizar durante la reapertura de la investigación. La fiscal regional del Biobío, Marcela Cartagena, había negado estos antecedentes, afirmando que no se trata de diligencias contenidas en la carpeta investigativa. Pero el tribunal desechó este argumento. ""El Tribunal de Garantía de Arauco acogió la petición de la defensa y ordenó al Ministerio Público para que en un plazo de 7 días entregue copia de los informes de errores metodológicos cometidos por parte del Servicio Médico Legal y la Policía de Investigaciones"", detalló el defensor regional del Biobío, Osvaldo Pizarro. Top-Right El abogado afirmó que ""el acceso a estos informes permitirá materializar el derecho a defensa, permitirá conocer el contenido de ellos, permitirá a la defensa poder confrontar esa prueba en el contexto del juicio que don Jorge Escobar tendrá que enfrentar por el ilícito de abandono"". Asimismo, sostuvo que la medida ""nos deja en una mejor posición, precisamente para poder controvertir toda la prueba de cargo y demostrar que don Jorge Escobar no es responsable de ningún tipo de delito en este caso"". Cabe señalar que la preparación del juicio oral está fijada para el próximo lunes 24 de abril, donde a Escobar se le imputa el delito de abandono de menor con resultado de muerte. Este artículo informa de un proceso judicial en curso, por lo que los involucrados no deben ser considerados culpables hasta que los organismos pertinentes lo determinen. Todo sobre Caso Tomás Bravo";2023-03-28
Marcela Cubillos: “Chile está gobernado por una izquierda abrazada de un espíritu antidemocrático”;En conversación con Enfoque Público de Radio Agricultura, la exministra de Educación y actual candidata a la alcaldía de la comuna de Las Condes, Marcela Cubillos, criticó al Gobierno “por su falta de compromiso” a la hora de condenar el cuestionado proceso electoral en Venezuela. “En Chile desgraciadamente está gobernando una izquierda que está abrazada en este espíritu antidemocrático. Sobre Venezuela han dicho cosas distintas unos de otros, pero no se trata de decir, se trata de acciones”, señaló. “¿Qué ha hecho el Gobierno?, ni siquiera ha reconocido nada. El Presidente Boric en un principio dice lo obvio, cosas que son bien obvias y que no requieren elogio alguno. Aquí hay que entender que esto no es un problema de política exterior”, afirmó. “El Presidente Boric dice que ‘están todos claros que la política exterior la maneja el Presidente’. Cuando tú tienes en tu coalición y tienes ministros de un partido que está validando la dictadura en Venezuela, que valida un fraude electoral, es porque ya dejó de ser un problema de política exterior. Tienes un problema de política interior“, explicó. “Tú tienes adentro del Gobierno un partido que está validando esos atentados a la democracia. Al final las palabras no significan nada, está gobernando con un partido que avala lo que está ocurriendo en Venezuela. Eso es muy grave“, advirtió.;2024-08-05
Reportan corte de energía eléctrica y fractura de puente tras fuerte sismo 7,3 en el norte del país;Las autoridades entregaron un balance tras el fuerte sismo 7,3 que la noche del jueves se percibió en las regiones del norte del país y que tuvo su epicentro a 20 km al sur de San Pedro de Atacama. Desde Senapred, entregaron un informe con afectaciones que dejó el temblor, donde se reportó corte de energía eléctrica y fractura de un puente. Right El director Regional de Senapred de Antofagasta, Ricardo Munizaga, entregó un balance de las repercusiones que dejó el sismo registrado en la zona durante la noche de este jueves. “Producto este sismo se dieron algunas afectaciones en la comuna de San Pedro de Atacama con un corte total de energía eléctrica, que ya fue recuperado, también con algunos rodados y caía de materia, inicialmente rocas en las rutas que conectan a San Pedro de Atacama y la localidad de Tocopilla”, explicó. Top-Right Munizaga dio a conocer que producto del movimiento telúrico se registró una fractura en el puente Quillagua que une Yagua hacia Tarapacá, por lo que se mantendrá la evaluación en el sector y los avances serán comunicados durante las próximas horas. Asimismo, informó que “se ha descartado otro tipo de afectaciones en María Elena y otras localidades, si tuvimos también algunos cortes de energía eléctrica en localidad de Calama, alrededor de 20 clientes que fueron afectados en ese sector”. Primero revise el tipo de software, teniendo en cuenta que solo está disponible en dispositivos con Android 12 u otras versiones posteriores. Luego, deberás seguir estos pasos importantes: Recomendaciones de Senapred: Debes prepararte para ser autosuficiente por 72 horas teniendo: Todo sobre Temblor;2024-07-19
El mea culpa de Tonka Tomicic por haber sacado a Hermógenes Pérez de Arce del estudio de Bienvenidos: “Cometí un enorme error al hacerlo”;El 29 de noviembre de 2019, poco más de un mes después del estallido social, se vivió un tenso episodio en el matinal Bienvenidos, de Canal 13. Ese día, los invitados al programa que conducían Tonka Tomicic y Martín Cárcamo eran Carlos Ominami, Alfredo Joignant, Pablo Vidal y Hermógenes Pérez de Arce. Luego de algunos minutos, los dichos de Pérez de Arce sobre la acusación constitucional al exministro del Interior, Andrés Chadwick, por posible violación a los derechos humanos, incendiaron la pradera. Ominami recordó que “tuvimos una dictadura donde se violaron sistemáticamente los derechos humanos”, y Hermógenes le respondió: “Eso es falso”. “Usted no puede negar la realidad. En un país decente, usted estaría preso por negacionismo”, le contestó Carlos Ominami. Fue en ese momento que la animadora decidió intervenir. “No se puede compartir el espacio televisivo con alguien que está negando parte de la historia de Chile”, afirmó. Tras algunos intercambios verbales con otros panelistas, Tomicic decidió que Hermógenes Pérez de Arce dejara el estudio. Cuatro años después, tras haber dejado Canal 13, en entrevista con La Segunda, Tonka Tomicic recordó ese momento. “He reflexionado mucho sobre esa situación y reconozco que cometí un enorme error al hacerlo”, comenzó diciendo. La exanimadora de Bienvenidos expresó que “aunque pudiera no haber compartido lo que él dijo, nunca debí haberle pedido que se retirara del set“. “Poco tiempo después, me senté a escribirle una carta para pedirle perdón por lo ocurrido. Pero luego pensé que una ofensa pública necesita una disculpa pública”, afirmó Tomicic. Luego, sostuvo que “sin ninguna letra chica y con toda claridad, le pido perdón a don Hermógenes Pérez de Arce y a su familia”. La exfigura del canal privado reflexionó que “alguien podría decir que el perdón llega tarde. Pero la vida me ha enseñado que nunca es tarde para hacer lo que corresponde y está pendiente. Y este era un pendiente”. En conversación con The Clinic, el abogado Hermógenes Pérez de Arce comentó que “me parece muy bien lo que dijo Tonka. Yo ya había dado vuelta la página, porque pasaron casi cinco años y estaba casi prescrito. Pero me parece un lindo gesto, porque tiene toda la razón”. En su entrevista con La Segunda, Tonka Tomicic también abordó el Caso Relojes, que involucra a su expareja Marco Antonio López ―conocido como Parived―. La exmodelo afirmó que se enteró de la participación de López en la causa “cuando nos llegó la información sobre la investigación, que lo incluía”. “Yo estaba trabajando en el matinal. Fue complicado puertas adentro, y súper complejo hacer mi trabajo televisivo y, al mismo tiempo, sentirme tremendamente preocupada y muy abatida. Fue muy difícil”, confidenció. Respecto al allanamiento de su casa por parte de la Policía de Investigaciones (PDI), reconoció que fue “algo horrible. Te sientes muy frágil. De alguna manera, tu espacio más íntimo, el refugio que es tu casa, es vulnerado”. “Los funcionarios de la policía tuvieron una actitud impecable y yo también me sorprendí de la mía. Estuve calmada y serena. Después, cuando se fueron, luego de varias horas, sentí mucha pena. Lo que hizo la situación mucho más complicada es lo mediático de todo”, narró Tonka. Además, la exconductora señaló que “respecto de la investigación en curso, lo sano y correcto es esperar que finalice”. Asimismo, descartó que el cuestionado Luis Hermosilla siga siendo su abogado, como lo fue al inicio de la indagatoria del Caso Relojes.;2024-03-21
"Chile es el segundo país con menor percepción de corrupción en América Latina, pero advierten ""estancamiento""";"Después de Uruguay, Chile es el segundo país en América Latina que tiene el menor índice de percepción de corrupción, según un estudio realizado por Transparencia Internacional. Si se considera todo el continente americano, nuestro país está en cuarta ubicación; mientras que entre las 180 naciones consideradas, se ubica en el puesto 27. A cada uno de los países investigados se le otorgó un puntaje con una escala de 0 a 100, con una relación que era inversamente proporcional; vale decir, si la puntuación era alta, la percepción de corrupción era menor. En esa línea, Chile obtuvo 67 puntos, superando a países como Corea del Sur, Portugal y España. Right No obstante, el mismo documento —titulado Índice de Percepción de la Corrupción 2022— advierte que Chile está estancado. En los últimos años, ha mantenido una tendencia que, si bien es positiva, podría ser mucho mejor, pero no se han concretado avances. Transparencia Internacional señaló, específicamente, que nuestro país ""lleva años estancado, a pesar de la clara importancia de hacer frente al creciente crimen organizado y la inseguridad"" en el territorio. Top-Right Por su parte, la directora ejecutiva de Chile Transparente, María Jaraquemada, señaló cuáles serían los factores que explican el mencionado estancamiento. En conversación con el diario La Segunda, aseguró que ""desde 2017 que Chile sigue teniendo el mismo puntaje de 67. Perdimos el primer lugar de América Latina (...) porque las últimas reformas importantes que tuvimos fueron en 2015-2016, con las propuestas de la Comisión Engel y porque, probablemente, los últimos casos de corrupción han afectado a la percepción"". Jaraquemada hace referencia explícita a los casos de ""financiamiento a la política, corrupción en el sector privado, milicogate y pacogate, entre otros"". Si bien esos 67 puntos significan estar mejor que el promedio de la región latinoamericana (44), la directora advirtió que ""eso no nos puede generar la percepción de que estamos perfecto y que, por lo tanto, no hay mejoras que hacer"". En 2016 ""se hizo una reforma importante a la ley de partidos políticos, pero no vemos que haya generado un efecto real en la confianza a las instituciones. También la crisis de seguridad pública que estamos viviendo: en el mundo hay una correlación que a mayor cantidad de crimen organizado, mayor corrupción hay en los países"". Para el futuro proceso constitucional, Jaraquemada adelantó que nuevamente presentarán propuestas que busquen mejorar los niveles de percepción de corrupción: ""Creemos que hay que mantener el principio de probidad, de integridad en la función pública, pero también incluir el principio de transparencia y extenderlo a todos los actos y resoluciones de interés público, ya sea estatal, organización sin fines de lucro y privados de interés público"". ""Es importante establecer el derecho de acceso a la información de interés público e ir avanzando en temáticas relevantes"", sentenció la ejecutiva.";2023-02-01
Centro de Padres de Colegio Saint George’s preocupado por futuro mall de Cencosud;"El Centro de Padres y Apoderados del Saint George’s College está preocupado por la construcción de un centro comercial cercano al colegio. De acuerdo a La Tercera, el proyecto contempla un mall, un supermercado (Jumbo) y una tienda de mejoramiento del hogar (Easy). El pasado 16 de junio, los apoderados tuvieron una reunión con la alcaldesa de Vitacura, Camila Merino. “Estimada Alcaldesa. En representación del Centro de Apoderados del Colegio Saint George’s, como directiva solicitamos a usted una reunión para conversar sobre el proyecto de centro comercial que se ha difundido recientemente por la prensa, a ubicarse en terrenos colindantes con el Colegio, en la intersección de Av. Santa María y Av. Santa Cruz. Como comunidad nos preocupan los impactos que el futuro centro comercial pueda traer sobre el funcionamiento e imagen del Colegio, como también las posibles repercusiones sobre el barrio en el que se inserta por su escala y dinámicas de operación. Agradeceremos pueda asistir a esta reunión el Asesor Urbano para aclarar ciertos puntos relacionados con mitigaciones e impacto sobre la trama vial existente”, consignó el acta oficial de la cita. La alcaldesa Camila Merino a través de una declaración indicó que “esperamos que este proyecto, que aún no ha sido presentado a la Dirección de Obras Municipales, sea un aporte a la comuna de Vitacura. Como alcaldesa, he estado conversando -a través de reuniones de lobby- con distintos actores”. Un apoderado que participó en la reunión dice que entre las mayores inquietudes de la comunidad están el eventual colapso vial que podría generar la iniciativa, pese a las medidas de mitigación planteadas por Cencosud, además de razones de seguridad asociadas a los asaltos que, en el últimos años, han sufrido varios centros comerciales. Desde la firma precisan que “ha pasado más de una década desde que Cencosud se adjudicó la licitación pública realizada por la Congregación de Holy Cross, con el objeto de desarrollar un centro comercial en dicho terreno”. “En 2022 reactivamos esta iniciativa con el interés de desarrollar un centro comercial moderno orientado al barrio, al aire libre y de baja altura, que se inserte de buena forma y sea un aporte al entorno; asimismo que satisfaga la demanda de servicios, gastronomía, entretención, cultura, deporte y comercio que hoy no existen en el sector de Santa María de Manquehue”, precisó. Agregó que “este proyecto ha involucrado una comunicación fluida y constante entre la compañía y los vecinos del sector, así como actores de la comunidad. Nos hemos reunido tanto con la actual administración del colegio como con la anterior, hemos conversado con el Centro de Padres y el Centro de Alumnos. Es natural que exista interés e inquietudes frente a un nuevo desarrollo y es por esto que hemos buscado proactivamente socializar con ellos las características de este proyecto, recoger su percepción e incorporar sus observaciones”. “Asimismo, hemos detallado cómo el proyecto pretende mejorar los actuales accesos peatonales con mayor iluminación y construcción de ciclovías (que no existen hoy en día), obras que creemos contribuirán a la seguridad tanto para los alumnos, los apoderados y los vecinos en general. Cabe destacar que el lugar hoy es un sitio eriazo y creemos que con la llegada de este centro comercial aumentará considerablemente la seguridad y calidad de vida en general”, sentenció Cencosud.";2023-07-03
Corte de tránsito en General Velásquez tras volcamiento de camión y caída de carga;Un camión que transportaba frutas volcó durante la tarde de este martes en la autopista General Velásquez, provocando el corte de tránsito en el sector. La emergencia ocurre específicamente en el kilómetro 7, en el sector de la curva Puerto Montt, comuna de Renca, a eso de las 14:20 horas. De acuerdo a información preliminar, el camión circulaba en dirección al norte, transportando ciruelas, cuando por razones que se investigan habría perdido el control de la máquina, terminando volcado en una de las pistas de General Velásquez. “El conductor de este camión se encuentra con lesiones leves, no mantenemos mayores antecedentes de las causas que habría originado el accidente, es materia de investigación”, señaló el capitán Luis Marchant, de la Prefectura de Tránsito y Carreteras de Carabineros, a Chilevisión Noticias. Desde Transporte Informa Región Metropolitana comunicaron que el flujo vehicular está siendo desviado por Avenida Dorsal hacia la Ruta 5, por lo que advierten que los automovilistas deben considerar tiempo extra en su desplazamiento. Otra alternativa es que los conductores que para movilizarse lo realicen por la Autopista Central, “mediante esa ruta pueden desplazar a cualquier punto de Santiago”, dijo el capitán Marchant. Cabe destacar que desde Transporte Informa además indicaron que hay un inminente “corte total” de la autopista, por lo que los trabajos de limpieza podrían durar varias horas. Actualización (13:37). Todo el flujo de Gral Velásquez al norte es desviado por Av. Dorsal hacia #Ruta5, debido a volcamiento de camión y caída de carga. Corte durará varias horas. Considere tiempo extra en el desplazamiento #Renca https://t.co/R9RVAgKVWn pic.twitter.com/Ek3T71BY4r 🔴 El Cuerpo de Bomberos de Santiago responde con RX-12 @duodecimacbs12 y BX-21 @BombaRenca21, ante llamado por accidente vehicular en Autopista General Velásquez de sur a norte y Puerto Montt, #Renca.#EmergenciasCBS #BomberosSantiago pic.twitter.com/fBNtDT70u1;2024-02-27
Metro de Santiago lanza tarjeta Bip! temática de icónica banda chilena: ¿En qué estaciones se puede comprar?;"El Metro de Santiago lanzó una nueva tarjeta Bip! temática. Se trata de la tarjeta del grupo de rock nacional Los Tres, la cual es de color negro y cuenta con la imagen y nombre de los cuatro integrantes de la banda: Álvaro Henríquez, Titae Lindl, Ángel Parra y Pancho Molina. Right El lanzamiento de esta tarjeta se da en el marco del retorno de la banda de rock chileno con su formación original, la que contará con una gira por varias regiones del país en 2024. Top-Right La venta de la tarjeta Bip! de Los Tres comenzó este jueves 21 de diciembre a las 10:30 de la mañana, en la estación Baquedano de la Línea 5 del Metro de Santiago. Las estaciones donde también se podrá adquirir esta tarjera son: ¡Atención fanáticos! 🎙 a las 10:30 hrs comienza la venta de Bip! de ""Los Tres"" 🎸 en Baquedano #L5 donde estaremos regalando un kit sorpresa para los primeros en llegar a la estación 🏃‍♀️🏃‍♂️ Las estaciones donde también podrás encontrar esta Bip! son: Plaza Puente Alto… pic.twitter.com/YDAGaYT4Kj La tarjeta Bip! tiene un precio de $1.550 (sólo la tarjeta) y se puede comprar en Centros Bip!, boleterías de Metro y comercios autorizados. En caso de querer adquirir la tarjeta temática de Los Tres, se debe comprar, exclusivamente, en las boleterías señaladas anteriormente. El saldo de las tarjetas se encuentra sujeto a caducidad, luego de 2 años de inactividad, lo que puede ser extendido por 1 año más. Todo sobre Tarjeta Bip";2023-12-21
Mueren 51 ballenas piloto tras quedar varadas en Australia;"Al menos 51 ballenas piloto de aleta larga murieron anoche tras quedar varadas en la remota playa Cheynes, en el suroeste de Australia, mientras un grupo de ecologistas tratan de rescatar a otros 46 especímenes, informaron este miércoles (26.07.2023) las autoridades del país oceánico. Un total de 97 ballenas piloto quedaron varadas el martes en aguas poco profundas a unos 150 metros de la playa Cheynes, una ensenada protegida de la región de Australia Occidental que está rodeada por un parque y una reserva natural. ""Desafortunadamente, 51 ballenas murieron anoche"", informó hoy el Servicio de Parques y Vida Salvaje de la región de Australia Occidental en las redes sociales. El Servicio de Parques también detalló que los equipos de rescate, veterinarios, expertos en fauna marina y voluntarios que se han desplegado por tierra y mar desde ayer ""intentan llevar a las 46 ballenas restantes a aguas profundas a lo largo de la jornada"". Pero estas tareas afrontan una serie de peligros por la existencia de ""ballenas grandes, angustiadas y potencialmente enfermas, tiburones, olas, maquinaria pesada y embarcaciones"", explicó el organismo regional. En septiembre de 2022, murieron la mayoría de las 230 ballenas pilotos que se quedaron varadas en una remota isla de la región australiana de Tasmania, que al igual que la playa Cheynes, están en las rutas migratorias de diversas especies de cetáceos. Ese varamiento en Tasmania se produjo dos años después de que unas 470 ballenas piloto se quedaran varadas en ese mismo lugar, de las cuales solo un centenar pudieron ser rescatadas y llevadas a altamar. Australia, al igual que el vecino país de Nueva Zelanda, es escenario de frecuentes varamientos de ballenas y otros mamíferos marinos, sin que los expertos hayan logrado esclarecer con precisión los motivos. No obstante, se cree que pueden estar vinculados a enfermedades, errores de navegación, cambios repentinos en las mareas, la persecución de depredadores o a condiciones meteorológicas extremas.";2023-07-26
Instructor de Gendarmería queda en prisión preventiva tras ser acusado de violación y abusos sexuales en la escuela de la institución;Durante esta jornada se llevó a cabo la formalización de un, ahora, exfuncionario de Gendarmería por presuntos delitos de abusos sexuales reiterados y violación. Cabe recordar que, el pasado viernes, el gendarme Álvaro Caro fue arrestado en la comuna de Lautaro, en la región de La Araucanía, luego de ser acusado por abusar de 9 aspirantes a la escuela de formación penitenciaria de San Bernardo. Revisa también Desde la institución han declarado el caso como lamentable y que se están entregando todos los antecedentes al Ministerio Público, además de llevar un sumario interno desde el inicio de la semana. El tribunal otorgó la prisión preventiva para el imputado durante los 120 días que durará la investigación, donde también se buscará resolver la incautación de armas y municiones, dado que era instructor de tiro, junto con un silenciador, cuestión que atenta contra la ley de armas. Este último antecedente también se sumó a la formalización en su contra. El director nacional de Gendarmería, Sebastián Urra, detalló que “el hecho se dio cuenta al Ministerio Público, iniciando la semana, que hay un sumario, un proceso dentro de otras determinaciones que abordó la propia institución”. Sumado a lo anterior, el director de la institución sostuvo que “actualmente, el funcionario o exfuncionario en este caso estaría siendo derivado a control de detención, que es lo que corresponde en estos casos”. “Hasta el momento van nueve personas que denuncian el hecho. Puede que aparezcan más, puede, no lo sabemos, no tenemos certezas. Hasta el momento que hay solamente una persona y a ellas se le está dando todo el apoyo que nosotros como institución podemos otorgarle a ellas y a su familia”, cerró Por otro lado, desde el Gobierno han subrayado la importancia de brindarle apoyo psicosocial a las alumnas afectadas, instruyendo al director nacional de la institución a estar pendiente de sus necesidades.;2024-09-14
Balance por incendios forestales: Gobierno informa que cifra de fallecidos asciende a 22 y hay 554 lesionados;"Aton El Gobierno entregó la tarde de este sábado cifras actualizadas respecto a las consecuencias de los incendios forestales que se reportan en la zona centro-sur del país, y que mantienen con estado de excepción de catástrofe a tres regiones: La Araucanía, Ñuble y Biobío.En detalle, según precisó la ministra del Interior, Carolina Tohá, ""en un balance muy doloroso hay 22 personas fallecidas:16 son del Biobío, cinco de La Araucanía y una de Ñuble"".RelacionadasDetalle('1085858','1085853');""A todas sus familias, conocidos, y a las comunas donde se han provocado estas pérdidas, nuestros saludos, solidaridad, apoyo y el compartir el dolor y lo que significa del punto de vista del compromiso no solo del Gobierno, sino del país en actuar para que este número no se incremente"", relató.Por otro lado, la secretaria de Estado reportó que hay 554 personas lesionadas, de las cuales ""16 corresponden a grandes quemados que son personas que están en una condición gravísima y que muchos están siendo trasladados, otros no se pueden aún, debido a lo crítico de su estado"".En la misma línea, Tohá sostuvo que hay ""1.429 personas albergadas y 32 albergues funcionando"". Asimismo, que ""15 establecimientos educacionales y dos postas fueron alcanzados por el fuego, y un hospital de Arauco fue evacuado de manera preventiva"".Por último, y tras hacer un llamado a la prevención y a la atención a las alarmas que se han estado haciendo a través del sistema SAE, la ministra dijo que se evalúa la posibilidad de establecer toques de queda.""Muchas veces las personas son reticentes a abandonar sus casas, tienen temor de que existan saqueos. Producto de eso, se les ha solicitado a los jefes de la defensa nacional que están en las zonas con estado de emergencia, que se evalúe para esta noche, donde sea necesario, establecer toques de queda tanto para cuidar las conductas de riesgo, como para proteger las zonas evacuadas y evitar saqueos"", concluyó.";2023-02-04
Segunda baja consecutiva: Banco Central recorta tasa de interés en 75 puntos base hasta 9,5%;"Banco CentralEl Mercurio Luego de concluir la sexta Reunión de Política Monetaria (RPM) del año, el Consejo del Banco Central decidió por unanimidad recortar la tasa de interés en Chile en 9,5%, en línea con la recomendación que entregó el Grupo de Política Monetaria (GPM) este lunes al instituto emisor y aplicar una reducción de 75 puntos base.Así lo informó esta tarde la entidad que preside Rosanna Costa, al término del encuentro que se realizó durante este martes.RelacionadasDetalle('1106243','1106162');Según aseguró el ente rector a través de un comunicado, ""en el escenario externo, la inflación ha continuado disminuyendo a nivel global, aunque sus perspectivas y las de política monetaria difieren entre países. Por un lado, en las economías desarrolladas se anticipa que la política monetaria seguirá siendo restrictiva por un período prolongado"".Asimismo, en el escrito apunta a que por otro lado, ""en varias economías emergentes ya se dio inicio o pronto se iniciará el ciclo de recortes. A su vez, las perspectivas de crecimiento mundial tanto para este como para el próximo año se mantienen débiles, con lo que el impulso externo que recibirá la economía chilena se mantendrá acotado"".Según consignó el Banco Central ""los mercados financieros globales han reflejado menor apetito por riesgo, asociado a eventos como la rebaja de la calificación de la deuda soberana en Estados Unidos y la incertidumbre respecto del desempeño económico de China y del ritmo de desinflación a nivel global. Desde la última reunión, el dólar se ha fortalecido, las tasas de largo plazo han aumentado y las bolsas han caído"".""Los movimientos del mercado financiero local siguen alineados con expectativas de que la política monetaria reducirá su nivel de restricción. Las tasas de interés de corto plazo han continuado cayendo, el tipo de cambio se depreció y el IPSA acumuló ganancias significativas. Por su parte, las tasas de largo plazo han tenido movimientos menores"", añadió el escrito.""El escenario macroeconómico ha evolucionado acorde con lo anticipado, proyectándose que la inflación convergerá a la meta de 3% en la segunda parte de 2024""Banco CentralJunto con ello, agregó que ""en términos generales, la actividad y la demanda evolucionan acorde a lo esperado. Descontada la estacionalidad, en el segundo trimestre, el PIB no minero cayó 0,5% respecto del trimestre previo"".A su vez, que el consumo privado ""se estabilizó"". Esto, según argumentó porque ""la inversión mantuvo un bajo desempeño, aunque con una mejora del componente de maquinaria y equipos. El déficit acumulado de la cuenta corriente continuó reduciéndose"".En tanto, remarcó que ""la inflación total y subyacente —sin volátiles— han continuado disminuyendo, aunque siguen en niveles altos. En julio, la inflación total descendió a 6,5% y la subyacente cayó a 8,5% anual"".En ese sentido, sostuvo que ""la baja de la inflación se explica por la reducción de la inflación subyacente de bienes y del componente volátil. La inflación de servicios ha tenido una baja más lenta. Respecto de las expectativas de inflación a dos años plazo, tanto la Encuesta de Expectativas Económicas (EEE) como la Encuesta de Operadores Financieros (EOF) se encuentran en 3%"".""El escenario macroeconómico ha evolucionado acorde con lo anticipado, proyectándose que la inflación convergerá a la meta de 3% en la segunda parte de 2024. De materializarse las proyecciones del escenario central del IPoM de septiembre, en el corto plazo la TPM continuará la trayectoria delineada en la Reunión previa"", aseveraron.";2023-09-05
